name,seq_len,exact_p,exact_r,exact_f1,shift_p,shift_r,shift_f1
./RNAStrAlign/tRNA_database/tdbD00005123.ct,74,0.6923077,0.42857143,0.5294118,0.84615386,0.52380955,0.64705884
./RNAStrAlign/5S_rRNA_database/Bacteria/B04558.ct,116,0.5,0.3529412,0.41379312,0.5833333,0.4117647,0.4827586
./RNAStrAlign/tRNA_database/tdbD00009228.ct,74,0.9166667,0.55,0.6875,0.9166667,0.55,0.6875
./RNAStrAlign/group_I_intron_database/IE2/Chlo_lu.S516-2.ct,373,0.05376344,0.046296295,0.049751244,0.07526882,0.06481481,0.06965174
./RNAStrAlign/tRNA_database/tdbD00004356.ct,72,0.6666667,0.47619048,0.5555556,0.6666667,0.47619048,0.5555556
./RNAStrAlign/5S_rRNA_database/Bacteria/B04085.ct,119,0.45833334,0.33333334,0.3859649,0.45833334,0.33333334,0.3859649
./RNAStrAlign/group_I_intron_database/IC3/Ake.c.trnL.ct,233,0.52,0.41269842,0.460177,0.56,0.44444445,0.49557522
./RNAStrAlign/group_I_intron_database/IC1/Hma.S943.ct,393,0.12222222,0.10576923,0.11340206,0.16666667,0.14423077,0.15463917
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02184.ct,122,0.51724136,0.41666666,0.46153846,0.5862069,0.4722222,0.52307695
./RNAStrAlign/group_I_intron_database/IB4/Msp-1.mL1931_p10.ct,268,0.057692308,0.037037037,0.04511278,0.057692308,0.037037037,0.04511278
./RNAStrAlign/RNaseP_database/a_bacterial/CPA59.ct,316,0.16981132,0.116883114,0.13846155,0.18867925,0.12987013,0.15384616
./RNAStrAlign/tRNA_database/tdbD00005748.ct,77,0.71428573,0.45454547,0.5555556,0.78571427,0.5,0.6111111
./RNAStrAlign/5S_rRNA_database/Bacteria/B05476.ct,116,0.3181818,0.21212122,0.25454545,0.54545456,0.36363637,0.43636364
./RNAStrAlign/tRNA_database/tdbD00003404.ct,73,0.6,0.42857143,0.5,0.6,0.42857143,0.5
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02448.ct,123,0.46666667,0.4,0.43076923,0.53333336,0.45714286,0.4923077
./RNAStrAlign/5S_rRNA_database/Bacteria/B00662.ct,115,0.45,0.28125,0.34615386,0.6,0.375,0.46153846
./RNAStrAlign/5S_rRNA_database/Archaea/A00040.ct,119,0.4848485,0.45714286,0.47058824,0.6060606,0.5714286,0.5882353
./RNAStrAlign/5S_rRNA_database/Bacteria/B03294.ct,119,0.4,0.2580645,0.3137255,0.6,0.38709676,0.47058824
./RNAStrAlign/5S_rRNA_database/Bacteria/B05980.ct,120,0.6818182,0.46875,0.5555556,0.77272725,0.53125,0.6296296
./RNAStrAlign/tRNA_database/tdbD00008877.ct,77,0.84615386,0.5,0.62857145,1.0,0.59090906,0.74285716
./RNAStrAlign/tRNA_database/tdbD00000221.ct,73,0.73333335,0.57894737,0.64705884,0.73333335,0.57894737,0.64705884
./RNAStrAlign/5S_rRNA_database/Bacteria/B04763.ct,117,0.5217391,0.375,0.43636364,0.82608694,0.59375,0.6909091
./RNAStrAlign/tRNA_database/tdbD00000657.ct,72,0.8333333,0.47619048,0.6060606,0.8333333,0.47619048,0.6060606
./RNAStrAlign/5S_rRNA_database/Bacteria/B00469.ct,120,0.65217394,0.44117647,0.5263158,0.73913044,0.5,0.5964912
./RNAStrAlign/tRNA_database/tdbD00006855.ct,82,0.375,0.26086956,0.30769232,0.625,0.4347826,0.51282054
./RNAStrAlign/5S_rRNA_database/Bacteria/B03876.ct,112,0.72727275,0.516129,0.6037736,0.77272725,0.5483871,0.6415094
./RNAStrAlign/5S_rRNA_database/Bacteria/B02886.ct,110,0.54545456,0.4,0.46153846,0.72727275,0.53333336,0.61538464
./RNAStrAlign/5S_rRNA_database/Bacteria/B00483.ct,108,0.6666667,0.41379312,0.5106383,0.7777778,0.4827586,0.59574467
./RNAStrAlign/tRNA_database/tdbD00007536.ct,77,0.5714286,0.3809524,0.45714286,1.0,0.6666667,0.8
./RNAStrAlign/5S_rRNA_database/Bacteria/B03871.ct,116,0.56,0.42424244,0.4827586,0.56,0.42424244,0.4827586
./RNAStrAlign/tRNA_database/tdbD00011228.ct,76,0.8125,0.61904764,0.7027027,0.8125,0.61904764,0.7027027
./RNAStrAlign/5S_rRNA_database/Bacteria/B00306.ct,117,0.5833333,0.42424244,0.49122807,0.75,0.54545456,0.6315789
./RNAStrAlign/5S_rRNA_database/Bacteria/B00879.ct,115,0.52380955,0.37931034,0.44,0.5714286,0.41379312,0.48
./RNAStrAlign/tRNA_database/tdbD00005925.ct,73,0.6666667,0.2857143,0.4,0.6666667,0.2857143,0.4
./RNAStrAlign/SRP_database/long_bacterial/Synt.wolf._CP000448.ct,65,0.0,0.0,0.0,0.0,0.0,0.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B02844.ct,112,0.4347826,0.37037036,0.4,0.65217394,0.5555556,0.6
./RNAStrAlign/5S_rRNA_database/Archaea/A00231.ct,121,0.39285713,0.34375,0.36666667,0.64285713,0.5625,0.6
./RNAStrAlign/tmRNA_database/Exig.sibi._TRW-262543.ct,359,0.08139535,0.07368421,0.07734807,0.08139535,0.07368421,0.07734807
./RNAStrAlign/5S_rRNA_database/Bacteria/B05547.ct,117,0.52380955,0.34375,0.41509435,0.8095238,0.53125,0.6415094
./RNAStrAlign/tRNA_database/tdbD00007866.ct,75,0.8,0.5714286,0.6666667,1.0,0.71428573,0.8333333
./RNAStrAlign/5S_rRNA_database/Bacteria/B05141.ct,110,0.4090909,0.32142857,0.36,0.5,0.39285713,0.44
./RNAStrAlign/tRNA_database/tdbD00011724.ct,86,0.6,0.39130434,0.47368422,0.6666667,0.4347826,0.5263158
./RNAStrAlign/5S_rRNA_database/Bacteria/B00903.ct,117,0.4347826,0.29411766,0.3508772,0.6956522,0.47058824,0.5614035
./RNAStrAlign/5S_rRNA_database/Bacteria/B05678.ct,116,0.48,0.4,0.43636364,0.72,0.6,0.6545454
./RNAStrAlign/5S_rRNA_database/Bacteria/B02622.ct,116,0.47826087,0.34375,0.4,0.6956522,0.5,0.58181816
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00927.ct,122,0.64285713,0.5294118,0.58064514,0.64285713,0.5294118,0.58064514
./RNAStrAlign/group_I_intron_database/IA1/Cec.cL1766.ct,387,0.06349207,0.033898305,0.044198897,0.0952381,0.050847456,0.06629834
./RNAStrAlign/tRNA_database/tdbD00011951.ct,73,0.9166667,0.52380955,0.6666667,0.9166667,0.52380955,0.6666667
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01309.ct,122,0.4848485,0.45714286,0.47058824,0.6060606,0.5714286,0.5882353
./RNAStrAlign/5S_rRNA_database/Bacteria/B02227.ct,116,0.76,0.5588235,0.6440678,0.76,0.5588235,0.6440678
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AF010285.ct,390,0.57831323,0.43243244,0.49484536,0.60240966,0.45045045,0.5154639
./RNAStrAlign/group_I_intron_database/IC1/Ceh.S1506-55.ct,473,0.061946902,0.049295776,0.05490196,0.11504425,0.09154929,0.101960786
./RNAStrAlign/5S_rRNA_database/Bacteria/B04920.ct,119,0.45454547,0.3030303,0.36363637,0.6363636,0.42424244,0.5090909
./RNAStrAlign/tmRNA_database/Stre.equi._TRW-40041.ct,349,0.1,0.08,0.08888889,0.175,0.14,0.15555556
./RNAStrAlign/5S_rRNA_database/Bacteria/B00677.ct,120,0.5,0.37142858,0.4262295,0.5769231,0.42857143,0.4918033
./RNAStrAlign/tRNA_database/tdbD00011033.ct,76,0.875,0.6666667,0.7567568,1.0,0.7619048,0.8648649
./RNAStrAlign/5S_rRNA_database/Bacteria/B06065.ct,120,0.625,0.42857143,0.5084746,0.7916667,0.54285717,0.6440678
./RNAStrAlign/5S_rRNA_database/Bacteria/B06287.ct,119,0.45454547,0.2857143,0.3508772,0.6363636,0.4,0.49122807
./RNAStrAlign/5S_rRNA_database/Mitochondria/M00021.ct,122,0.03846154,0.032258064,0.03508772,0.15384616,0.12903225,0.14035088
./RNAStrAlign/5S_rRNA_database/Bacteria/B06826.ct,120,0.4347826,0.2857143,0.3448276,0.65217394,0.42857143,0.51724136
./RNAStrAlign/5S_rRNA_database/Bacteria/B02849.ct,111,0.4347826,0.3448276,0.3846154,0.4347826,0.3448276,0.3846154
./RNAStrAlign/group_I_intron_database/IC1/Ssc.L798-1.ct,321,0.088607594,0.07368421,0.08045977,0.16455697,0.1368421,0.14942528
./RNAStrAlign/tRNA_database/tdbD00005285.ct,72,0.33333334,0.2,0.25,0.5833333,0.35,0.4375
./RNAStrAlign/tRNA_database/tdbD00008838.ct,77,0.7692308,0.47619048,0.5882353,1.0769231,0.6666667,0.8235294
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02086.ct,123,0.5483871,0.4722222,0.5074627,0.67741936,0.5833333,0.6268657
./RNAStrAlign/5S_rRNA_database/Bacteria/B01855.ct,116,0.6363636,0.4117647,0.5,0.6363636,0.4117647,0.5
./RNAStrAlign/5S_rRNA_database/Bacteria/B06170.ct,117,0.5714286,0.38709676,0.46153846,0.5714286,0.38709676,0.46153846
./RNAStrAlign/tRNA_database/tdbD00010753.ct,75,0.64285713,0.45,0.5294118,1.0714285,0.75,0.88235295
./RNAStrAlign/5S_rRNA_database/Bacteria/B03084.ct,116,0.6666667,0.4375,0.5283019,0.85714287,0.5625,0.6792453
./RNAStrAlign/tRNA_database/tdbD00005279.ct,71,0.5,0.2857143,0.36363637,0.8333333,0.47619048,0.6060606
./RNAStrAlign/tRNA_database/tdbD00005003.ct,72,0.8181818,0.42857143,0.5625,0.8181818,0.42857143,0.5625
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AJ550277.ct,522,0.7815126,0.615894,0.6888889,0.7815126,0.615894,0.6888889
./RNAStrAlign/tmRNA_database/Coma.test._TRW-285.ct,378,0.13483146,0.110091746,0.121212125,0.25842696,0.21100917,0.23232323
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01696.ct,122,0.5,0.3888889,0.4375,0.5714286,0.44444445,0.5
./RNAStrAlign/tRNA_database/tdbD00011626.ct,73,0.9230769,0.5714286,0.7058824,0.9230769,0.5714286,0.7058824
./RNAStrAlign/5S_rRNA_database/Bacteria/B01990.ct,112,0.5185185,0.46666667,0.49122807,0.5925926,0.53333336,0.5614035
./RNAStrAlign/5S_rRNA_database/Bacteria/B00013.ct,119,0.45454547,0.29411766,0.35714287,0.5,0.32352942,0.39285713
./RNAStrAlign/5S_rRNA_database/Archaea/A00122.ct,122,0.5555556,0.48387095,0.51724136,0.7037037,0.61290324,0.6551724
./RNAStrAlign/tRNA_database/tdbD00011650.ct,84,0.6111111,0.42307693,0.5,0.7222222,0.5,0.59090906
./RNAStrAlign/5S_rRNA_database/Bacteria/B02966.ct,109,0.6363636,0.4827586,0.54901963,0.72727275,0.55172414,0.627451
./RNAStrAlign/5S_rRNA_database/Bacteria/B01404.ct,120,0.53846157,0.3888889,0.4516129,0.61538464,0.44444445,0.516129
./RNAStrAlign/16S_rRNA_database/Actinobacteria/Z46885.ct,373,0.48387095,0.3529412,0.40816328,0.516129,0.3764706,0.43537414
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00546.ct,122,0.4642857,0.3611111,0.40625,0.6785714,0.5277778,0.59375
./RNAStrAlign/tRNA_database/tdbD00011118.ct,75,0.53333336,0.3809524,0.44444445,0.93333334,0.6666667,0.7777778
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01016.ct,122,0.6666667,0.5,0.5714286,0.7407407,0.5555556,0.63492066
./RNAStrAlign/5S_rRNA_database/Bacteria/B06267.ct,119,0.6,0.36363637,0.4528302,0.6,0.36363637,0.4528302
./RNAStrAlign/5S_rRNA_database/Bacteria/B02310.ct,115,0.5833333,0.42424244,0.49122807,0.6666667,0.4848485,0.5614035
./RNAStrAlign/tRNA_database/tdbD00008573.ct,72,0.85714287,0.54545456,0.6666667,1.0,0.6363636,0.7777778
./RNAStrAlign/tRNA_database/tdbD00004931.ct,74,0.5,0.2857143,0.36363637,0.6666667,0.3809524,0.4848485
./RNAStrAlign/tRNA_database/tdbD00008057.ct,74,0.64285713,0.42857143,0.51428574,0.64285713,0.42857143,0.51428574
./RNAStrAlign/tRNA_database/tdbD00010225.ct,90,0.68421054,0.52,0.59090906,0.7894737,0.6,0.6818182
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01473.ct,122,0.5483871,0.4722222,0.5074627,0.67741936,0.5833333,0.6268657
./RNAStrAlign/tRNA_database/tdbD00011102.ct,76,0.8125,0.61904764,0.7027027,0.8125,0.61904764,0.7027027
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00467.ct,122,0.44444445,0.36363637,0.4,0.5555556,0.45454547,0.5
./RNAStrAlign/tRNA_database/tdbD00011878.ct,75,0.23076923,0.15,0.18181819,0.46153846,0.3,0.36363637
./RNAStrAlign/5S_rRNA_database/Bacteria/B06512.ct,117,0.5416667,0.41935483,0.47272727,0.7083333,0.5483871,0.6181818
./RNAStrAlign/tRNA_database/tdbD00010540.ct,73,0.93333334,0.6666667,0.7777778,0.93333334,0.6666667,0.7777778
./RNAStrAlign/5S_rRNA_database/Bacteria/B04966.ct,118,0.59090906,0.41935483,0.49056605,0.72727275,0.516129,0.6037736
./RNAStrAlign/tmRNA_database/Heli.pylo._TRW-85963.ct,386,0.05172414,0.028846154,0.037037037,0.0862069,0.048076924,0.061728396
./RNAStrAlign/tRNA_database/tdbD00005088.ct,73,0.73333335,0.55,0.62857145,0.73333335,0.55,0.62857145
./RNAStrAlign/5S_rRNA_database/Bacteria/B06140.ct,119,0.37037036,0.2857143,0.32258064,0.44444445,0.34285715,0.38709676
./RNAStrAlign/group_I_intron_database/IA1/Lmu.mL2449.ct,285,0.025,0.011111111,0.015384615,0.175,0.07777778,0.10769231
./RNAStrAlign/RNaseP_database/a_bacterial/Wolbachia-sp.ct,348,0.026666667,0.020618556,0.023255814,0.053333335,0.041237112,0.046511628
./RNAStrAlign/tRNA_database/tdbD00005203.ct,74,0.64285713,0.45,0.5294118,0.85714287,0.6,0.7058824
./RNAStrAlign/tRNA_database/tdbD00009901.ct,82,0.4,0.24,0.3,0.53333336,0.32,0.4
./RNAStrAlign/tRNA_database/tdbD00010138.ct,86,0.57894737,0.44,0.5,0.68421054,0.52,0.59090906
./RNAStrAlign/5S_rRNA_database/Bacteria/B01118.ct,115,0.68,0.5,0.5762712,0.76,0.5588235,0.6440678
./RNAStrAlign/tRNA_database/tdbD00006108.ct,76,0.75,0.5714286,0.6486486,0.9375,0.71428573,0.8108108
./RNAStrAlign/tRNA_database/tdbD00004192.ct,74,0.5,0.47368422,0.4864865,0.8333333,0.7894737,0.8108108
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00503.ct,122,0.4516129,0.4,0.42424244,0.6451613,0.5714286,0.6060606
./RNAStrAlign/16S_rRNA_database/Bacilli/AB125055.ct,340,0.13333334,0.10958904,0.120300755,0.13333334,0.10958904,0.120300755
./RNAStrAlign/RNaseP_database/a_bacterial/SM-A21(35).ct,332,0.15873016,0.11764706,0.13513513,0.1904762,0.14117648,0.16216215
./RNAStrAlign/16S_rRNA_database/Bacilli/AY126212.ct,517,0.86821705,0.7516779,0.8057554,0.875969,0.75838923,0.81294966
./RNAStrAlign/tRNA_database/tdbD00006647.ct,78,0.5833333,0.4117647,0.4827586,0.75,0.5294118,0.62068963
./RNAStrAlign/tRNA_database/tdbD00007322.ct,76,0.8,0.6,0.6857143,1.0,0.75,0.85714287
./RNAStrAlign/tRNA_database/tdbD00002924.ct,75,0.36363637,0.1904762,0.25,0.36363637,0.1904762,0.25
./RNAStrAlign/SRP_database/small_bacterial/Stre.pyog._AM295007.ct,57,0.0,0.0,0.0,0.0,0.0,0.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B01127.ct,116,0.6363636,0.4117647,0.5,0.72727275,0.47058824,0.5714286
./RNAStrAlign/5S_rRNA_database/Bacteria/B03457.ct,120,0.56,0.4,0.46666667,0.56,0.4,0.46666667
./RNAStrAlign/RNaseP_database/nuclear/P.mississippiensis.ct,232,0.11904762,0.09615385,0.10638298,0.11904762,0.09615385,0.10638298
./RNAStrAlign/tRNA_database/tdbD00008425.ct,72,0.6,0.45,0.51428574,0.6666667,0.5,0.5714286
./RNAStrAlign/5S_rRNA_database/Bacteria/B04488.ct,116,0.36842105,0.21875,0.27450982,0.57894737,0.34375,0.43137255
./RNAStrAlign/tRNA_database/tdbD00002868.ct,92,0.2857143,0.21428572,0.24489796,0.52380955,0.39285713,0.4489796
./RNAStrAlign/tRNA_database/tdbD00007704.ct,72,0.85714287,0.6,0.7058824,0.9285714,0.65,0.7647059
./RNAStrAlign/group_I_intron_database/IC3/Ppo.L2449-2.ct,337,0.10810811,0.08791209,0.096969694,0.1891892,0.15384616,0.16969697
./RNAStrAlign/tRNA_database/tdbD00011797.ct,72,0.9230769,0.5714286,0.7058824,1.0769231,0.6666667,0.8235294
./RNAStrAlign/tRNA_database/tdbD00009174.ct,75,0.35714287,0.25,0.29411766,0.35714287,0.25,0.29411766
./RNAStrAlign/tRNA_database/tdbD00011627.ct,76,0.6,0.42857143,0.5,0.6,0.42857143,0.5
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01652.ct,123,0.5,0.45454547,0.47619048,0.56666666,0.5151515,0.53968257
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02257.ct,122,0.5,0.4,0.44444445,0.5,0.4,0.44444445
./RNAStrAlign/5S_rRNA_database/Bacteria/B05641.ct,115,0.65217394,0.46875,0.54545456,0.65217394,0.46875,0.54545456
./RNAStrAlign/tRNA_database/tdbD00008907.ct,77,0.6666667,0.4,0.5,0.9166667,0.55,0.6875
./RNAStrAlign/5S_rRNA_database/Bacteria/B03584.ct,111,0.53846157,0.4516129,0.49122807,0.53846157,0.4516129,0.49122807
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02186.ct,122,0.53333336,0.44444445,0.4848485,0.53333336,0.44444445,0.4848485
./RNAStrAlign/5S_rRNA_database/Bacteria/B04970.ct,119,0.52380955,0.34375,0.41509435,0.6666667,0.4375,0.5283019
./RNAStrAlign/tRNA_database/tdbD00008721.ct,72,0.85714287,0.5714286,0.6857143,0.85714287,0.5714286,0.6857143
./RNAStrAlign/5S_rRNA_database/Bacteria/B03378.ct,124,0.46153846,0.34285715,0.39344263,0.46153846,0.34285715,0.39344263
./RNAStrAlign/tmRNA_database/Shew.frig._CP000447.ct,356,0.12048193,0.10309278,0.11111111,0.18072289,0.15463917,0.16666667
./RNAStrAlign/tRNA_database/tdbD00003513.ct,81,0.73333335,0.55,0.62857145,0.8666667,0.65,0.74285716
./RNAStrAlign/5S_rRNA_database/Bacteria/B03216.ct,114,0.42105263,0.26666668,0.3265306,0.6315789,0.4,0.48979592
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02493.ct,122,0.5,0.41666666,0.45454547,0.7,0.5833333,0.6363636
./RNAStrAlign/RNaseP_database/a_bacterial/A.ferrooxidans.ct,344,0.16883117,0.13541667,0.15028901,0.23376623,0.1875,0.20809248
./RNAStrAlign/SRP_database/plant/Humu.lupu._X65983.ct,306,0.08888889,0.036697246,0.051948052,0.13333334,0.055045873,0.077922076
./RNAStrAlign/16S_rRNA_database/Actinobacteria/AY262321.ct,500,0.82051283,0.6760563,0.74131274,0.82051283,0.6760563,0.74131274
./RNAStrAlign/RNaseP_database/a_bacterial/SM-A20(33).ct,304,0.15873016,0.14084508,0.14925373,0.1904762,0.16901408,0.17910448
./RNAStrAlign/tRNA_database/tdbD00003889.ct,71,0.8333333,0.47619048,0.6060606,1.0,0.5714286,0.72727275
./RNAStrAlign/5S_rRNA_database/Bacteria/B03934.ct,120,0.5,0.3888889,0.4375,0.5714286,0.44444445,0.5
./RNAStrAlign/5S_rRNA_database/Bacteria/B05047.ct,117,0.5,0.34375,0.4074074,0.6363636,0.4375,0.5185185
./RNAStrAlign/tRNA_database/tdbD00000949.ct,72,0.5,0.3181818,0.3888889,0.71428573,0.45454547,0.5555556
./RNAStrAlign/5S_rRNA_database/Bacteria/B00660.ct,118,0.5,0.3939394,0.44067797,0.5,0.3939394,0.44067797
./RNAStrAlign/SRP_database/fungal/Nect.haem._GSP-71109.ct,302,0.02173913,0.010869565,0.014492754,0.06521739,0.032608695,0.04347826
./RNAStrAlign/16S_rRNA_database/Bacilli/DQ061070.ct,587,0.9370629,0.8427673,0.8874172,0.95804197,0.8616352,0.9072848
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01759.ct,122,0.44827586,0.3611111,0.4,0.6551724,0.5277778,0.5846154
./RNAStrAlign/5S_rRNA_database/Bacteria/B06292.ct,121,0.47619048,0.29411766,0.36363637,0.5714286,0.3529412,0.43636364
./RNAStrAlign/16S_rRNA_database/Bacilli/AY576711.ct,537,0.8778626,0.7718121,0.8214286,0.8778626,0.7718121,0.8214286
./RNAStrAlign/tRNA_database/tdbD00010999.ct,73,0.71428573,0.5,0.5882353,0.71428573,0.5,0.5882353
./RNAStrAlign/tRNA_database/tdbD00005448.ct,72,0.6,0.42857143,0.5,0.73333335,0.52380955,0.6111111
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00574.ct,124,0.60714287,0.4722222,0.53125,0.6785714,0.5277778,0.59375
./RNAStrAlign/tmRNA_database/uncu.bact._TRW-239992-1.ct,368,0.093333334,0.08235294,0.0875,0.093333334,0.08235294,0.0875
./RNAStrAlign/tRNA_database/tdbD00010464.ct,77,0.71428573,0.47619048,0.5714286,1.2857143,0.85714287,1.0285715
./RNAStrAlign/tRNA_database/tdbD00006893.ct,81,0.5,0.33333334,0.4,0.875,0.5833333,0.7
./RNAStrAlign/5S_rRNA_database/Bacteria/B05378.ct,119,0.3478261,0.2857143,0.3137255,0.4347826,0.35714287,0.39215687
./RNAStrAlign/5S_rRNA_database/Bacteria/B04934.ct,118,0.6,0.45454547,0.51724136,0.76,0.57575756,0.6551724
./RNAStrAlign/5S_rRNA_database/Bacteria/B01254.ct,117,0.45454547,0.3125,0.37037036,0.59090906,0.40625,0.4814815
./RNAStrAlign/16S_rRNA_database/Actinobacteria/DQ645619.ct,597,0.9492754,0.7987805,0.86754966,0.9637681,0.8109756,0.8807947
./RNAStrAlign/group_I_intron_database/IC1/Sci.S1506.ct,416,0.05319149,0.04385965,0.048076924,0.05319149,0.04385965,0.048076924
./RNAStrAlign/5S_rRNA_database/Bacteria/B00006.ct,119,0.4,0.25,0.30769232,0.6,0.375,0.46153846
./RNAStrAlign/tRNA_database/tdbD00005613.ct,72,0.5714286,0.4,0.47058824,1.0714285,0.75,0.88235295
./RNAStrAlign/tRNA_database/tdbD00009195.ct,74,0.7692308,0.47619048,0.5882353,0.7692308,0.47619048,0.5882353
./RNAStrAlign/16S_rRNA_database/Bacilli/DQ401224.ct,578,0.7478992,0.5933333,0.66171,0.8319328,0.66,0.7360595
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AY190163.ct,413,0.71875,0.6106195,0.6602871,0.7395833,0.6283186,0.67942584
./RNAStrAlign/5S_rRNA_database/Bacteria/B04451.ct,116,0.23809524,0.16129032,0.1923077,0.33333334,0.22580644,0.26923078
./RNAStrAlign/5S_rRNA_database/Bacteria/B04633.ct,115,0.52,0.40625,0.45614034,0.56,0.4375,0.49122807
./RNAStrAlign/5S_rRNA_database/Bacteria/B00310.ct,117,0.5555556,0.44117647,0.4918033,0.5925926,0.47058824,0.52459013
./RNAStrAlign/5S_rRNA_database/Bacteria/B04467.ct,116,0.29166666,0.21212122,0.24561404,0.375,0.27272728,0.31578946
./RNAStrAlign/tmRNA_database/uncu.bact._TRW-91347-1.ct,362,0.06666667,0.09090909,0.07692308,0.26666668,0.36363637,0.30769232
./RNAStrAlign/SRP_database/long_bacterial/Geob.ther._CP000557.ct,266,0.0,0.0,0.0,0.07692308,0.022988506,0.03539823
./RNAStrAlign/5S_rRNA_database/Bacteria/B06246.ct,122,0.26923078,0.21212122,0.23728813,0.53846157,0.42424244,0.47457626
./RNAStrAlign/5S_rRNA_database/Bacteria/B05736.ct,112,0.4347826,0.3448276,0.3846154,0.5217391,0.41379312,0.46153846
./RNAStrAlign/tRNA_database/tdbD00002931.ct,76,0.88235295,0.71428573,0.7894737,0.88235295,0.71428573,0.7894737
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01382.ct,122,0.4375,0.42424244,0.43076923,0.625,0.6060606,0.61538464
./RNAStrAlign/SRP_database/animal/Cion.inte._BW230361.ct,286,0.0625,0.033333335,0.04347826,0.14583333,0.07777778,0.10144927
./RNAStrAlign/5S_rRNA_database/Bacteria/B00960.ct,120,0.5555556,0.41666666,0.47619048,0.5555556,0.41666666,0.47619048
./RNAStrAlign/group_I_intron_database/IC1/Mfr.S943-3.ct,438,0.12264151,0.1015625,0.11111111,0.16037735,0.1328125,0.14529915
./RNAStrAlign/5S_rRNA_database/Bacteria/B03413.ct,122,0.23076923,0.1764706,0.2,0.3846154,0.29411766,0.33333334
./RNAStrAlign/5S_rRNA_database/Bacteria/B00893.ct,117,0.5,0.38235295,0.43333334,0.65384614,0.5,0.56666666
