name,type,seq_len,exact_p,exact_r,exact_f1,shift_p,shift_r,shift_f1,exact_weighted_f1,shift_weighted_f1
./RNAStrAlign/5S_rRNA_database/Bacteria/B04558.ct,./RNAStrAlign/5S,116,0.52,0.38235295,0.44067797,0.6,0.44117647,0.5084746,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009228.ct,./RNAStrAlign/tRNA,74,0.9166667,0.55,0.6875,0.9166667,0.55,0.6875,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IE2/Chlo_lu.S516-2.ct,./RNAStrAlign/group,373,0.05376344,0.046296295,0.049751244,0.07526882,0.06481481,0.06965174,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004356.ct,./RNAStrAlign/tRNA,72,0.6666667,0.47619048,0.5555556,0.6666667,0.47619048,0.5555556,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04085.ct,./RNAStrAlign/5S,119,0.45833334,0.33333334,0.3859649,0.45833334,0.33333334,0.3859649,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC3/Ake.c.trnL.ct,./RNAStrAlign/group,233,0.52,0.41269842,0.460177,0.56,0.44444445,0.49557522,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Hma.S943.ct,./RNAStrAlign/group,393,0.12087912,0.10576923,0.11282051,0.16483517,0.14423077,0.15384616,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02184.ct,./RNAStrAlign/5S,122,0.51724136,0.41666666,0.46153846,0.5862069,0.4722222,0.52307695,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IB4/Msp-1.mL1931_p10.ct,./RNAStrAlign/group,268,0.05882353,0.037037037,0.045454547,0.05882353,0.037037037,0.045454547,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/a_bacterial/CPA59.ct,./RNAStrAlign/RNaseP,316,0.17307693,0.116883114,0.13953489,0.1923077,0.12987013,0.15503876,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005748.ct,./RNAStrAlign/tRNA,77,0.6666667,0.45454547,0.5405405,0.73333335,0.5,0.5945946,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05476.ct,./RNAStrAlign/5S,116,0.3181818,0.21212122,0.25454545,0.54545456,0.36363637,0.43636364,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00003404.ct,./RNAStrAlign/tRNA,73,0.6,0.42857143,0.5,0.6,0.42857143,0.5,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02448.ct,./RNAStrAlign/5S,123,0.46666667,0.4,0.43076923,0.53333336,0.45714286,0.4923077,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00662.ct,./RNAStrAlign/5S,115,0.45,0.28125,0.34615386,0.6,0.375,0.46153846,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Archaea/A00040.ct,./RNAStrAlign/5S,119,0.4848485,0.45714286,0.47058824,0.6060606,0.5714286,0.5882353,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03294.ct,./RNAStrAlign/5S,119,0.35,0.22580644,0.27450982,0.55,0.3548387,0.43137255,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05980.ct,./RNAStrAlign/5S,120,0.6818182,0.46875,0.5555556,0.77272725,0.53125,0.6296296,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008877.ct,./RNAStrAlign/tRNA,77,0.84615386,0.5,0.62857145,1.0,0.59090906,0.74285716,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00000221.ct,./RNAStrAlign/tRNA,73,0.73333335,0.57894737,0.64705884,0.73333335,0.57894737,0.64705884,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04763.ct,./RNAStrAlign/5S,117,0.5217391,0.375,0.43636364,0.73913044,0.53125,0.6181818,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00000657.ct,./RNAStrAlign/tRNA,72,0.8333333,0.47619048,0.6060606,0.8333333,0.47619048,0.6060606,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00469.ct,./RNAStrAlign/5S,120,0.65217394,0.44117647,0.5263158,0.73913044,0.5,0.5964912,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006855.ct,./RNAStrAlign/tRNA,82,0.375,0.26086956,0.30769232,0.625,0.4347826,0.51282054,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03876.ct,./RNAStrAlign/5S,112,0.73913044,0.5483871,0.6296296,0.7826087,0.58064514,0.6666667,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02886.ct,./RNAStrAlign/5S,110,0.54545456,0.4,0.46153846,0.72727275,0.53333336,0.61538464,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00483.ct,./RNAStrAlign/5S,108,0.6666667,0.41379312,0.5106383,0.7777778,0.4827586,0.59574467,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00007536.ct,./RNAStrAlign/tRNA,77,0.5714286,0.3809524,0.45714286,1.0,0.6666667,0.8,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03871.ct,./RNAStrAlign/5S,116,0.56,0.42424244,0.4827586,0.56,0.42424244,0.4827586,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011228.ct,./RNAStrAlign/tRNA,76,0.8125,0.61904764,0.7027027,0.8125,0.61904764,0.7027027,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00306.ct,./RNAStrAlign/5S,117,0.5833333,0.42424244,0.49122807,0.75,0.54545456,0.6315789,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00879.ct,./RNAStrAlign/5S,115,0.52380955,0.37931034,0.44,0.5714286,0.41379312,0.48,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005925.ct,./RNAStrAlign/tRNA,73,0.6666667,0.2857143,0.4,0.6666667,0.2857143,0.4,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/long_bacterial/Synt.wolf._CP000448.ct,./RNAStrAlign/SRP,65,0.0,0.0,0.0,0.0,0.0,0.0,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02844.ct,./RNAStrAlign/5S,112,0.4347826,0.37037036,0.4,0.65217394,0.5555556,0.6,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Archaea/A00231.ct,./RNAStrAlign/5S,121,0.39285713,0.34375,0.36666667,0.64285713,0.5625,0.6,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Exig.sibi._TRW-262543.ct,./RNAStrAlign/tmRNA,359,0.08139535,0.07368421,0.07734807,0.08139535,0.07368421,0.07734807,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05547.ct,./RNAStrAlign/5S,117,0.52380955,0.34375,0.41509435,0.8095238,0.53125,0.6415094,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00007866.ct,./RNAStrAlign/tRNA,75,0.8,0.5714286,0.6666667,1.0,0.71428573,0.8333333,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05141.ct,./RNAStrAlign/5S,110,0.4090909,0.32142857,0.36,0.5,0.39285713,0.44,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011724.ct,./RNAStrAlign/tRNA,86,0.6,0.39130434,0.47368422,0.6666667,0.4347826,0.5263158,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00903.ct,./RNAStrAlign/5S,117,0.4347826,0.29411766,0.3508772,0.6956522,0.47058824,0.5614035,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05678.ct,./RNAStrAlign/5S,116,0.48,0.4,0.43636364,0.72,0.6,0.6545454,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02622.ct,./RNAStrAlign/5S,116,0.45833334,0.34375,0.39285713,0.7083333,0.53125,0.60714287,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00927.ct,./RNAStrAlign/5S,122,0.64285713,0.5294118,0.58064514,0.64285713,0.5294118,0.58064514,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IA1/Cec.cL1766.ct,./RNAStrAlign/group,387,0.06349207,0.033898305,0.044198897,0.0952381,0.050847456,0.06629834,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011951.ct,./RNAStrAlign/tRNA,73,0.9166667,0.52380955,0.6666667,0.9166667,0.52380955,0.6666667,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01309.ct,./RNAStrAlign/5S,122,0.4848485,0.45714286,0.47058824,0.6060606,0.5714286,0.5882353,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02227.ct,./RNAStrAlign/5S,116,0.76,0.5588235,0.6440678,0.76,0.5588235,0.6440678,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AF010285.ct,./RNAStrAlign/16S,390,0.57831323,0.43243244,0.49484536,0.60240966,0.45045045,0.5154639,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Ceh.S1506-55.ct,./RNAStrAlign/group,473,0.061946902,0.049295776,0.05490196,0.11504425,0.09154929,0.101960786,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04920.ct,./RNAStrAlign/5S,119,0.45454547,0.3030303,0.36363637,0.6363636,0.42424244,0.5090909,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Stre.equi._TRW-40041.ct,./RNAStrAlign/tmRNA,349,0.1,0.08,0.08888889,0.175,0.14,0.15555556,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00677.ct,./RNAStrAlign/5S,120,0.5,0.37142858,0.4262295,0.5769231,0.42857143,0.4918033,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011033.ct,./RNAStrAlign/tRNA,76,0.875,0.6666667,0.7567568,1.0,0.7619048,0.8648649,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06065.ct,./RNAStrAlign/5S,120,0.625,0.42857143,0.5084746,0.7916667,0.54285717,0.6440678,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06287.ct,./RNAStrAlign/5S,119,0.45454547,0.2857143,0.3508772,0.6363636,0.4,0.49122807,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Mitochondria/M00021.ct,./RNAStrAlign/5S,122,0.03846154,0.032258064,0.03508772,0.15384616,0.12903225,0.14035088,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06826.ct,./RNAStrAlign/5S,120,0.4347826,0.2857143,0.3448276,0.65217394,0.42857143,0.51724136,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02849.ct,./RNAStrAlign/5S,111,0.4347826,0.3448276,0.3846154,0.4347826,0.3448276,0.3846154,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Ssc.L798-1.ct,./RNAStrAlign/group,321,0.088607594,0.07368421,0.08045977,0.16455697,0.1368421,0.14942528,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005285.ct,./RNAStrAlign/tRNA,72,0.33333334,0.2,0.25,0.5833333,0.35,0.4375,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008838.ct,./RNAStrAlign/tRNA,77,0.7692308,0.47619048,0.5882353,1.0769231,0.6666667,0.8235294,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02086.ct,./RNAStrAlign/5S,123,0.5483871,0.4722222,0.5074627,0.67741936,0.5833333,0.6268657,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01855.ct,./RNAStrAlign/5S,116,0.6363636,0.4117647,0.5,0.6363636,0.4117647,0.5,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06170.ct,./RNAStrAlign/5S,117,0.5714286,0.38709676,0.46153846,0.5714286,0.38709676,0.46153846,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010753.ct,./RNAStrAlign/tRNA,75,0.64285713,0.45,0.5294118,1.0714285,0.75,0.88235295,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03084.ct,./RNAStrAlign/5S,116,0.6666667,0.4375,0.5283019,0.85714287,0.5625,0.6792453,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005279.ct,./RNAStrAlign/tRNA,71,0.5,0.2857143,0.36363637,0.8333333,0.47619048,0.6060606,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005003.ct,./RNAStrAlign/tRNA,72,0.8181818,0.42857143,0.5625,0.8181818,0.42857143,0.5625,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AJ550277.ct,./RNAStrAlign/16S,522,0.7815126,0.615894,0.6888889,0.7815126,0.615894,0.6888889,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Coma.test._TRW-285.ct,./RNAStrAlign/tmRNA,378,0.13483146,0.110091746,0.121212125,0.25842696,0.21100917,0.23232323,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01696.ct,./RNAStrAlign/5S,122,0.5,0.3888889,0.4375,0.5714286,0.44444445,0.5,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011626.ct,./RNAStrAlign/tRNA,73,0.9230769,0.5714286,0.7058824,0.9230769,0.5714286,0.7058824,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01990.ct,./RNAStrAlign/5S,112,0.5185185,0.46666667,0.49122807,0.5925926,0.53333336,0.5614035,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00013.ct,./RNAStrAlign/5S,119,0.45454547,0.29411766,0.35714287,0.5,0.32352942,0.39285713,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Archaea/A00122.ct,./RNAStrAlign/5S,122,0.5555556,0.48387095,0.51724136,0.7037037,0.61290324,0.6551724,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011650.ct,./RNAStrAlign/tRNA,84,0.6111111,0.42307693,0.5,0.7222222,0.5,0.59090906,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02966.ct,./RNAStrAlign/5S,109,0.6363636,0.4827586,0.54901963,0.72727275,0.55172414,0.627451,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01404.ct,./RNAStrAlign/5S,120,0.53846157,0.3888889,0.4516129,0.61538464,0.44444445,0.516129,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Actinobacteria/Z46885.ct,./RNAStrAlign/16S,373,0.48387095,0.3529412,0.40816328,0.516129,0.3764706,0.43537414,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00546.ct,./RNAStrAlign/5S,122,0.4642857,0.3611111,0.40625,0.6785714,0.5277778,0.59375,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011118.ct,./RNAStrAlign/tRNA,75,0.53333336,0.3809524,0.44444445,0.93333334,0.6666667,0.7777778,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01016.ct,./RNAStrAlign/5S,122,0.6666667,0.5,0.5714286,0.7407407,0.5555556,0.63492066,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06267.ct,./RNAStrAlign/5S,119,0.6,0.36363637,0.4528302,0.6,0.36363637,0.4528302,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02310.ct,./RNAStrAlign/5S,115,0.5833333,0.42424244,0.49122807,0.6666667,0.4848485,0.5614035,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008573.ct,./RNAStrAlign/tRNA,72,0.84615386,0.5,0.62857145,1.0,0.59090906,0.74285716,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004931.ct,./RNAStrAlign/tRNA,74,0.53846157,0.33333334,0.4117647,0.6923077,0.42857143,0.5294118,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008057.ct,./RNAStrAlign/tRNA,74,0.64285713,0.42857143,0.51428574,0.64285713,0.42857143,0.51428574,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010225.ct,./RNAStrAlign/tRNA,90,0.68421054,0.52,0.59090906,0.7894737,0.6,0.6818182,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01473.ct,./RNAStrAlign/5S,122,0.5483871,0.4722222,0.5074627,0.67741936,0.5833333,0.6268657,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011102.ct,./RNAStrAlign/tRNA,76,0.8125,0.61904764,0.7027027,0.8125,0.61904764,0.7027027,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00467.ct,./RNAStrAlign/5S,122,0.42857143,0.36363637,0.39344263,0.53571427,0.45454547,0.4918033,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011878.ct,./RNAStrAlign/tRNA,75,0.23076923,0.15,0.18181819,0.46153846,0.3,0.36363637,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06512.ct,./RNAStrAlign/5S,117,0.5416667,0.41935483,0.47272727,0.7083333,0.5483871,0.6181818,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010540.ct,./RNAStrAlign/tRNA,73,0.93333334,0.6666667,0.7777778,0.93333334,0.6666667,0.7777778,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04966.ct,./RNAStrAlign/5S,118,0.59090906,0.41935483,0.49056605,0.72727275,0.516129,0.6037736,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Heli.pylo._TRW-85963.ct,./RNAStrAlign/tmRNA,386,0.05172414,0.028846154,0.037037037,0.0862069,0.048076924,0.061728396,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005088.ct,./RNAStrAlign/tRNA,73,0.73333335,0.55,0.62857145,0.73333335,0.55,0.62857145,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06140.ct,./RNAStrAlign/5S,119,0.37037036,0.2857143,0.32258064,0.44444445,0.34285715,0.38709676,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IA1/Lmu.mL2449.ct,./RNAStrAlign/group,285,0.025,0.011111111,0.015384615,0.175,0.07777778,0.10769231,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/a_bacterial/Wolbachia-sp.ct,./RNAStrAlign/RNaseP,348,0.026666667,0.020618556,0.023255814,0.053333335,0.041237112,0.046511628,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005203.ct,./RNAStrAlign/tRNA,74,0.64285713,0.45,0.5294118,0.85714287,0.6,0.7058824,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009901.ct,./RNAStrAlign/tRNA,82,0.4,0.24,0.3,0.53333336,0.32,0.4,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010138.ct,./RNAStrAlign/tRNA,86,0.57894737,0.44,0.5,0.68421054,0.52,0.59090906,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01118.ct,./RNAStrAlign/5S,115,0.68,0.5,0.5762712,0.76,0.5588235,0.6440678,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006108.ct,./RNAStrAlign/tRNA,76,0.75,0.5714286,0.6486486,0.9375,0.71428573,0.8108108,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004192.ct,./RNAStrAlign/tRNA,74,0.5,0.47368422,0.4864865,0.8333333,0.7894737,0.8108108,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00503.ct,./RNAStrAlign/5S,122,0.4516129,0.4,0.42424244,0.6451613,0.5714286,0.6060606,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Bacilli/AB125055.ct,./RNAStrAlign/16S,340,0.13333334,0.10958904,0.120300755,0.13333334,0.10958904,0.120300755,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/a_bacterial/SM-A21(35).ct,./RNAStrAlign/RNaseP,332,0.15625,0.11764706,0.13422818,0.1875,0.14117648,0.16107382,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Bacilli/AY126212.ct,./RNAStrAlign/16S,517,0.86821705,0.7516779,0.8057554,0.875969,0.75838923,0.81294966,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006647.ct,./RNAStrAlign/tRNA,78,0.5833333,0.4117647,0.4827586,0.75,0.5294118,0.62068963,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00007322.ct,./RNAStrAlign/tRNA,76,0.8,0.6,0.6857143,1.0,0.75,0.85714287,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00002924.ct,./RNAStrAlign/tRNA,75,0.36363637,0.1904762,0.25,0.36363637,0.1904762,0.25,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/small_bacterial/Stre.pyog._AM295007.ct,./RNAStrAlign/SRP,57,0.0,0.0,0.0,0.0,0.0,0.0,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01127.ct,./RNAStrAlign/5S,116,0.6363636,0.4117647,0.5,0.72727275,0.47058824,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03457.ct,./RNAStrAlign/5S,120,0.56,0.4,0.46666667,0.56,0.4,0.46666667,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/nuclear/P.mississippiensis.ct,./RNAStrAlign/RNaseP,232,0.11904762,0.09615385,0.10638298,0.11904762,0.09615385,0.10638298,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008425.ct,./RNAStrAlign/tRNA,72,0.6,0.45,0.51428574,0.6666667,0.5,0.5714286,0.35795736363681274,0.4259473074486433
