name,seq_len,exact_p,exact_r,exact_f1,shift_p,shift_r,shift_f1
./RNAStrAlign/SRP_database/long_bacterial/Synt.wolf._CP000448.ct,65,0.0,0.0,0.0,0.0,0.0,0.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B02844.ct,112,0.8148148,0.8148148,0.8148148,0.962963,0.962963,0.962963
./RNAStrAlign/5S_rRNA_database/Archaea/A00231.ct,121,0.9354839,0.90625,0.9206349,0.9677419,0.9375,0.95238096
./RNAStrAlign/tmRNA_database/Exig.sibi._TRW-262543.ct,359,0.36,0.18947369,0.24827586,0.36,0.18947369,0.24827586
./RNAStrAlign/5S_rRNA_database/Bacteria/B05547.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00007866.ct,75,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B05141.ct,110,0.96428573,0.96428573,0.96428573,0.96428573,0.96428573,0.96428573
./RNAStrAlign/tRNA_database/tdbD00011724.ct,86,0.8181818,0.7826087,0.8,1.0454545,1.0,1.0222223
./RNAStrAlign/5S_rRNA_database/Bacteria/B00903.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B05678.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B02622.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00927.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IA1/Cec.cL1766.ct,387,0.1764706,0.076271184,0.10650887,0.29411766,0.12711865,0.17751479
./RNAStrAlign/tRNA_database/tdbD00011951.ct,73,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01309.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B02227.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AF010285.ct,390,0.84,0.5675676,0.67741936,0.8933333,0.6036036,0.72043014
./RNAStrAlign/group_I_intron_database/IC1/Ceh.S1506-55.ct,473,0.5168539,0.32394367,0.3982684,0.53932583,0.33802816,0.41558442
./RNAStrAlign/5S_rRNA_database/Bacteria/B04920.ct,119,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tmRNA_database/Stre.equi._TRW-40041.ct,349,0.5294118,0.27,0.3576159,0.60784316,0.31,0.410596
./RNAStrAlign/5S_rRNA_database/Bacteria/B00677.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011033.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06065.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06287.ct,119,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Mitochondria/M00021.ct,122,0.9354839,0.9354839,0.9354839,0.9677419,0.9677419,0.9677419
./RNAStrAlign/5S_rRNA_database/Bacteria/B06826.ct,120,1.0,0.9714286,0.98550725,1.0,0.9714286,0.98550725
./RNAStrAlign/5S_rRNA_database/Bacteria/B02849.ct,111,1.0,0.8965517,0.94545454,1.0,0.8965517,0.94545454
./RNAStrAlign/group_I_intron_database/IC1/Ssc.L798-1.ct,321,0.5531915,0.2736842,0.36619717,0.5531915,0.2736842,0.36619717
./RNAStrAlign/tRNA_database/tdbD00005285.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00008838.ct,77,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02086.ct,123,1.0,0.9166667,0.95652175,1.0,0.9166667,0.95652175
./RNAStrAlign/5S_rRNA_database/Bacteria/B01855.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06170.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00010753.ct,75,0.78571427,0.55,0.64705884,0.9285714,0.65,0.7647059
./RNAStrAlign/5S_rRNA_database/Bacteria/B03084.ct,116,0.969697,1.0,0.9846154,0.969697,1.0,0.9846154
./RNAStrAlign/tRNA_database/tdbD00005279.ct,71,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00005003.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AJ550277.ct,522,0.72357726,0.589404,0.649635,0.7398374,0.60264903,0.66423357
./RNAStrAlign/tmRNA_database/Coma.test._TRW-285.ct,378,0.41860464,0.16513762,0.23684211,0.5116279,0.20183486,0.28947368
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01696.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011626.ct,73,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B01990.ct,112,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B00013.ct,119,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Archaea/A00122.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011650.ct,84,0.9166667,0.84615386,0.88,1.0,0.9230769,0.96
./RNAStrAlign/5S_rRNA_database/Bacteria/B02966.ct,109,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B01404.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/16S_rRNA_database/Actinobacteria/Z46885.ct,373,0.4390244,0.21176471,0.2857143,0.4878049,0.23529412,0.31746033
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00546.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011118.ct,75,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01016.ct,122,1.0,0.9722222,0.9859155,1.0,0.9722222,0.9859155
./RNAStrAlign/5S_rRNA_database/Bacteria/B06267.ct,119,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B02310.ct,115,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00008573.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00004931.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00008057.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00010225.ct,90,1.0,0.96,0.97959185,1.0,0.96,0.97959185
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01473.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011102.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00467.ct,122,1.0,0.969697,0.9846154,1.0,0.969697,0.9846154
./RNAStrAlign/tRNA_database/tdbD00011878.ct,75,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06512.ct,117,0.96875,1.0,0.984127,0.96875,1.0,0.984127
./RNAStrAlign/tRNA_database/tdbD00010540.ct,73,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04966.ct,118,0.96666664,0.9354839,0.9508197,0.96666664,0.9354839,0.9508197
./RNAStrAlign/tmRNA_database/Heli.pylo._TRW-85963.ct,386,0.4509804,0.22115384,0.29677418,0.54901963,0.26923078,0.36129034
./RNAStrAlign/tRNA_database/tdbD00005088.ct,73,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06140.ct,119,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IA1/Lmu.mL2449.ct,285,0.5135135,0.21111111,0.2992126,0.6486486,0.26666668,0.37795275
./RNAStrAlign/RNaseP_database/a_bacterial/Wolbachia-sp.ct,348,0.26,0.13402061,0.17687075,0.38,0.19587629,0.2585034
./RNAStrAlign/tRNA_database/tdbD00005203.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00009901.ct,82,1.0,0.88,0.9361702,1.0,0.88,0.9361702
./RNAStrAlign/tRNA_database/tdbD00010138.ct,86,1.0,0.96,0.97959185,1.0,0.96,0.97959185
./RNAStrAlign/5S_rRNA_database/Bacteria/B01118.ct,115,1.0,0.9705882,0.98507464,1.0,0.9705882,0.98507464
./RNAStrAlign/tRNA_database/tdbD00006108.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00004192.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00503.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/16S_rRNA_database/Bacilli/AB125055.ct,340,0.5,0.28767124,0.3652174,0.5,0.28767124,0.3652174
./RNAStrAlign/RNaseP_database/a_bacterial/SM-A21(35).ct,332,0.2857143,0.11764706,0.16666667,0.37142858,0.15294118,0.21666667
./RNAStrAlign/16S_rRNA_database/Bacilli/AY126212.ct,517,0.92537314,0.8322148,0.8763251,0.92537314,0.8322148,0.8763251
./RNAStrAlign/tRNA_database/tdbD00006647.ct,78,1.0,0.9411765,0.969697,1.0,0.9411765,0.969697
./RNAStrAlign/tRNA_database/tdbD00007322.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00002924.ct,75,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/SRP_database/small_bacterial/Stre.pyog._AM295007.ct,57,0.0,0.0,0.0,0.0,0.0,0.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B01127.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B03457.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/RNaseP_database/nuclear/P.mississippiensis.ct,232,0.22222222,0.115384616,0.15189873,0.22222222,0.115384616,0.15189873
./RNAStrAlign/tRNA_database/tdbD00008425.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04488.ct,116,1.0,0.96875,0.984127,1.0,0.96875,0.984127
./RNAStrAlign/tRNA_database/tdbD00002868.ct,92,0.88461536,0.8214286,0.8518519,0.9230769,0.85714287,0.8888889
./RNAStrAlign/tRNA_database/tdbD00007704.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC3/Ppo.L2449-2.ct,337,0.125,0.06593407,0.086330935,0.1875,0.0989011,0.1294964
./RNAStrAlign/tRNA_database/tdbD00011797.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00009174.ct,75,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00011627.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01652.ct,123,1.0,0.969697,0.9846154,1.0,0.969697,0.9846154
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02257.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B05641.ct,115,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00008907.ct,77,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B03584.ct,111,0.96428573,0.87096775,0.91525424,0.96428573,0.87096775,0.91525424
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02186.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04970.ct,119,1.0,0.96875,0.984127,1.0,0.96875,0.984127
./RNAStrAlign/tRNA_database/tdbD00008721.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B03378.ct,124,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tmRNA_database/Shew.frig._CP000447.ct,356,0.6666667,0.35051546,0.45945945,0.6666667,0.35051546,0.45945945
./RNAStrAlign/tRNA_database/tdbD00003513.ct,81,0.88235295,0.75,0.8108108,0.88235295,0.75,0.8108108
./RNAStrAlign/5S_rRNA_database/Bacteria/B03216.ct,114,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02493.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/RNaseP_database/a_bacterial/A.ferrooxidans.ct,344,0.3877551,0.19791667,0.26206896,0.3877551,0.19791667,0.26206896
./RNAStrAlign/SRP_database/plant/Humu.lupu._X65983.ct,306,0.5319149,0.2293578,0.32051283,0.61702126,0.26605505,0.37179488
./RNAStrAlign/16S_rRNA_database/Actinobacteria/AY262321.ct,500,0.8557692,0.62676054,0.72357726,0.875,0.64084506,0.7398374
./RNAStrAlign/RNaseP_database/a_bacterial/SM-A20(33).ct,304,0.65909094,0.4084507,0.5043478,0.72727275,0.45070422,0.5565217
./RNAStrAlign/tRNA_database/tdbD00003889.ct,71,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B03934.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B05047.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00000949.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B00660.ct,118,0.9310345,0.8181818,0.87096775,1.0689656,0.93939394,1.0
./RNAStrAlign/SRP_database/fungal/Nect.haem._GSP-71109.ct,302,0.035519127,0.14130434,0.05676856,0.038251366,0.1521739,0.06113537
./RNAStrAlign/16S_rRNA_database/Bacilli/DQ061070.ct,587,0.5548387,0.5408805,0.5477707,0.58064514,0.5660377,0.5732484
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01759.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B06292.ct,121,0.9117647,0.9117647,0.9117647,0.9705882,0.9705882,0.9705882
./RNAStrAlign/16S_rRNA_database/Bacilli/AY576711.ct,537,0.73913044,0.68456376,0.7108014,0.73913044,0.68456376,0.7108014
./RNAStrAlign/tRNA_database/tdbD00010999.ct,73,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00005448.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00574.ct,124,1.0,0.9722222,0.9859155,1.0,0.9722222,0.9859155
./RNAStrAlign/tmRNA_database/uncu.bact._TRW-239992-1.ct,368,0.4473684,0.2,0.27642277,0.47368422,0.21176471,0.29268292
./RNAStrAlign/tRNA_database/tdbD00010464.ct,77,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00006893.ct,81,1.0,0.9583333,0.9787234,1.0,0.9583333,0.9787234
./RNAStrAlign/5S_rRNA_database/Bacteria/B05378.ct,119,0.9230769,0.85714287,0.8888889,0.96153843,0.89285713,0.9259259
./RNAStrAlign/5S_rRNA_database/Bacteria/B04934.ct,118,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B01254.ct,117,1.0,0.9375,0.9677419,1.0,0.9375,0.9677419
./RNAStrAlign/16S_rRNA_database/Actinobacteria/DQ645619.ct,597,0.16438356,0.29268292,0.21052632,0.18835616,0.33536586,0.24122807
./RNAStrAlign/group_I_intron_database/IC1/Sci.S1506.ct,416,0.48076922,0.21929824,0.30120483,0.5576923,0.25438598,0.3493976
./RNAStrAlign/5S_rRNA_database/Bacteria/B00006.ct,119,1.0,0.96875,0.984127,1.0,0.96875,0.984127
./RNAStrAlign/tRNA_database/tdbD00005613.ct,72,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00009195.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/16S_rRNA_database/Bacilli/DQ401224.ct,578,0.44444445,0.29333332,0.35341364,0.44444445,0.29333332,0.35341364
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AY190163.ct,413,0.91,0.8053097,0.8544601,0.91,0.8053097,0.8544601
./RNAStrAlign/5S_rRNA_database/Bacteria/B04451.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04633.ct,115,0.96875,0.96875,0.96875,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B00310.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04467.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tmRNA_database/uncu.bact._TRW-91347-1.ct,362,0.8333333,0.45454547,0.5882353,0.8333333,0.45454547,0.5882353
./RNAStrAlign/SRP_database/long_bacterial/Geob.ther._CP000557.ct,266,0.11627907,0.11494253,0.115606934,0.13953489,0.13793103,0.13872832
./RNAStrAlign/5S_rRNA_database/Bacteria/B06246.ct,122,0.9375,0.90909094,0.9230769,0.9375,0.90909094,0.9230769
./RNAStrAlign/5S_rRNA_database/Bacteria/B05736.ct,112,0.95652175,0.7586207,0.84615386,1.0434783,0.82758623,0.9230769
./RNAStrAlign/tRNA_database/tdbD00002931.ct,76,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01382.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/SRP_database/animal/Cion.inte._BW230361.ct,286,0.10989011,0.11111111,0.110497236,0.13186814,0.13333334,0.13259669
./RNAStrAlign/5S_rRNA_database/Bacteria/B00960.ct,120,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC1/Mfr.S943-3.ct,438,0.2881356,0.1328125,0.18181819,0.2881356,0.1328125,0.18181819
./RNAStrAlign/5S_rRNA_database/Bacteria/B03413.ct,122,0.8518519,0.6764706,0.75409836,0.962963,0.7647059,0.852459
./RNAStrAlign/5S_rRNA_database/Bacteria/B00893.ct,117,0.9705882,0.9705882,0.9705882,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B00502.ct,116,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC1/Pra.S788.ct,362,0.5106383,0.2580645,0.34285715,0.5106383,0.2580645,0.34285715
./RNAStrAlign/group_I_intron_database/IC1/Osp.S943.ct,375,0.5714286,0.29357797,0.38787878,0.5714286,0.29357797,0.38787878
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01209.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00383.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00010501.ct,71,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC3/Kaf.c.trnL.ct,236,0.98039216,0.84745765,0.90909094,0.98039216,0.84745765,0.90909094
./RNAStrAlign/tRNA_database/tdbD00004297.ct,71,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Bacteria/B04823.ct,117,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/RNaseP_database/a_bacterial/CPA56.ct,334,0.3243243,0.15384616,0.20869565,0.3243243,0.15384616,0.20869565
./RNAStrAlign/tRNA_database/tdbD00011363.ct,82,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00006048.ct,74,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/tRNA_database/tdbD00009443.ct,77,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC1/Bcil.S1506.ct,356,0.36956522,0.17,0.23287672,0.5,0.23,0.31506848
./RNAStrAlign/tRNA_database/tdbD00011471.ct,72,0.94736844,0.94736844,0.94736844,1.0,1.0,1.0
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01612.ct,122,1.0,1.0,1.0,1.0,1.0,1.0
./RNAStrAlign/group_I_intron_database/IC1/Cmi.S943-1.ct,398,0.58064514,0.32142857,0.41379312,0.58064514,0.32142857,0.41379312
./RNAStrAlign/SRP_database/animal/Mus.musc._DQ285765.ct,290,0.64935064,0.5319149,0.5847953,0.7012987,0.5744681,0.6315789
